date,open,high,low,close
2019-10-29,12649.09,12761.55,12639.07,12707.73
2019-10-30,12719.92,12755.3,12662.21,12751.74
2019-10-31,12747.87,13162.43,12741.34,13134.94
2019-11-01,13155.98,13176.62,12589.13,12605.59
2019-11-04,12626.55,12821.84,12605.75,12810.47
2019-11-05,12836.96,12937.01,12799.63,12901.47
2019-11-06,12828.46,12937.46,12761.31,12908.85
2019-11-07,12855.35,13067.65,12832.77,13018.08
2019-11-08,12959.63,12986.1,12876.96,12935.99
2019-11-11,12988.85,13003.93,12500.84,12547.34
2019-11-12,12523.24,12639.02,12509.17,12631.7
2019-11-13,12678.64,12727.87,12590.57,12594.8
2019-11-14,12586.36,12938.92,12554.81,12784.75
2019-11-15,12767.65,12779.12,12686.7,12731.38
2019-11-18,12670.16,12806.55,12579.82,12790.56
2019-11-19,12748.84,12980.24,12712.8,12977.37
2019-11-20,12990.91,13002.52,12920.23,12993.56
2019-11-21,12968.07,13011.14,12825.56,12894.9
2019-11-22,12928.25,13104.87,12864.76,13088.57
2019-11-25,13084.04,13179.38,13081.05,13162.18
2019-11-26,13169.68,13198.94,13039.39,13040.53
2019-11-27,13061.07,13067.84,13021.59,13023.82
2019-11-28,13036.69,13071.46,12919.93,12923.17
2019-11-29,12910.92,12920.69,12680.63,12761.99
2019-12-02,12756.63,13008.16,12671.12,12880.81
2019-12-03,12833.77,13177.06,12833.05,13122.09
2019-12-04,13088.97,13114.68,12905.26,12956.5
2019-12-05,12969.68,13042.17,12957.62,13032.33
2019-12-06,13055.83,13080.33,12957.59,12959.14
2019-12-09,12952.47,13036.06,12858.96,12906.28
2019-12-10,12959.38,13004.68,12791.41,12840.86
2019-12-11,12819.24,12826.05,12666.16,12743.03
2019-12-12,12729.76,12756.2,12638.03,12755.45
2019-12-13,12738.51,12835.64,12640.48,12662.22
2019-12-16,12683.28,12712.43,12668.78,12701.17
2019-12-17,12692.9,12739.32,12686.32,12701.69
2019-12-18,12651.25,12727.26,12631.54,12679.59
2019-12-19,12647.37,12669.58,12482.11,12577.8
2019-12-20,12546.36,12553.54,12504.55,12515.9
2019-12-23,12523.57,12612.22,12488.86,12612.06
2019-12-24,12610.68,12700.6,12528.67,12678.43
